,count,mainCat,neighborhood,year
808,25,assault,Peralta/ Hacienda,2013
809,38,assault,Peralta/ Hacienda,2014
810,18,assault,Peralta/ Hacienda,2015
811,15,assault,Peralta/ Laney,2007
812,11,assault,Peralta/ Laney,2008
813,6,assault,Peralta/ Laney,2009
814,5,assault,Peralta/ Laney,2010
815,4,assault,Peralta/ Laney,2011
816,5,assault,Peralta/ Laney,2012
817,4,assault,Peralta/ Laney,2013
818,8,assault,Peralta/ Laney,2014
819,111,assault,Piedmont Avenue,2007
820,118,assault,Piedmont Avenue,2008
821,58,assault,Piedmont Avenue,2009
822,57,assault,Piedmont Avenue,2010
823,49,assault,Piedmont Avenue,2011
824,62,assault,Piedmont Avenue,2012
825,77,assault,Piedmont Avenue,2013
826,44,assault,Piedmont Avenue,2014
827,24,assault,Piedmont Avenue,2015
828,19,assault,Piedmont Pines,2007
829,10,assault,Piedmont Pines,2008
830,2,assault,Piedmont Pines,2009
831,11,assault,Piedmont Pines,2010
832,5,assault,Piedmont Pines,2012
833,8,assault,Piedmont Pines,2013
834,4,assault,Piedmont Pines,2014
835,1,assault,Piedmont Pines,2015
836,96,assault,Pill Hill,2007
837,88,assault,Pill Hill,2008
838,54,assault,Pill Hill,2009
839,51,assault,Pill Hill,2010
840,55,assault,Pill Hill,2011
841,66,assault,Pill Hill,2012
842,66,assault,Pill Hill,2013
843,58,assault,Pill Hill,2014
844,25,assault,Pill Hill,2015
845,281,assault,Prescott,2007
846,244,assault,Prescott,2008
847,131,assault,Prescott,2009
848,129,assault,Prescott,2010
849,121,assault,Prescott,2011
850,169,assault,Prescott,2012
851,150,assault,Prescott,2013
852,100,assault,Prescott,2014
853,66,assault,Prescott,2015
854,40,assault,Produce & Waterfront,2007
855,35,assault,Produce & Waterfront,2008
856,18,assault,Produce & Waterfront,2009
857,17,assault,Produce & Waterfront,2010
858,9,assault,Produce & Waterfront,2011
859,12,assault,Produce & Waterfront,2012
860,13,assault,Produce & Waterfront,2013
861,12,assault,Produce & Waterfront,2014
862,11,assault,Produce & Waterfront,2015
863,108,assault,Ralph Bunche,2007
864,116,assault,Ralph Bunche,2008
865,48,assault,Ralph Bunche,2009
866,43,assault,Ralph Bunche,2010
867,49,assault,Ralph Bunche,2011
868,71,assault,Ralph Bunche,2012
869,59,assault,Ralph Bunche,2013
870,25,assault,Ralph Bunche,2014
871,23,assault,Ralph Bunche,2015
872,142,assault,Rancho San Antonio,2007
873,142,assault,Rancho San Antonio,2008
874,65,assault,Rancho San Antonio,2009
875,55,assault,Rancho San Antonio,2010
876,73,assault,Rancho San Antonio,2011
877,84,assault,Rancho San Antonio,2012
878,91,assault,Rancho San Antonio,2013
879,64,assault,Rancho San Antonio,2014
880,24,assault,Rancho San Antonio,2015
881,29,assault,Redwood Heights,2007
882,41,assault,Redwood Heights,2008
883,24,assault,Redwood Heights,2009
884,16,assault,Redwood Heights,2010
885,18,assault,Redwood Heights,2011
886,22,assault,Redwood Heights,2012
887,22,assault,Redwood Heights,2013
888,10,assault,Redwood Heights,2014
889,7,assault,Redwood Heights,2015
890,123,assault,Reservoir Hill/ Meadow Brook,2007
891,146,assault,Reservoir Hill/ Meadow Brook,2008
892,73,assault,Reservoir Hill/ Meadow Brook,2009
893,65,assault,Reservoir Hill/ Meadow Brook,2010
894,93,assault,Reservoir Hill/ Meadow Brook,2011
895,96,assault,Reservoir Hill/ Meadow Brook,2012
896,69,assault,Reservoir Hill/ Meadow Brook,2013
897,73,assault,Reservoir Hill/ Meadow Brook,2014
898,38,assault,Reservoir Hill/ Meadow Brook,2015
899,44,assault,Rockridge,2007
900,49,assault,Rockridge,2008
901,11,assault,Rockridge,2009
902,16,assault,Rockridge,2010
903,24,assault,Rockridge,2011
904,14,assault,Rockridge,2012
905,21,assault,Rockridge,2013
906,12,assault,Rockridge,2014
907,4,assault,Rockridge,2015
908,137,assault,San Pablo Gateway,2007
909,124,assault,San Pablo Gateway,2008
910,56,assault,San Pablo Gateway,2009
911,103,assault,San Pablo Gateway,2010
912,76,assault,San Pablo Gateway,2011
913,80,assault,San Pablo Gateway,2012
914,85,assault,San Pablo Gateway,2013
915,69,assault,San Pablo Gateway,2014
916,31,assault,San Pablo Gateway,2015
917,60,assault,Santa Fe,2007
918,55,assault,Santa Fe,2008
919,50,assault,Santa Fe,2009
920,31,assault,Santa Fe,2010
921,31,assault,Santa Fe,2011
922,38,assault,Santa Fe,2012
923,45,assault,Santa Fe,2013
924,29,assault,Santa Fe,2014
925,11,assault,Santa Fe,2015
926,78,assault,Sausal Creek,2007
927,95,assault,Sausal Creek,2008
928,38,assault,Sausal Creek,2009
929,54,assault,Sausal Creek,2010
930,48,assault,Sausal Creek,2011
931,61,assault,Sausal Creek,2012
932,53,assault,Sausal Creek,2013
933,43,assault,Sausal Creek,2014
934,26,assault,Sausal Creek,2015
935,67,assault,School,2007
936,53,assault,School,2008
937,29,assault,School,2009
938,15,assault,School,2010
939,15,assault,School,2011
940,26,assault,School,2012
941,27,assault,School,2013
942,28,assault,School,2014
943,9,assault,School,2015
944,260,assault,Seminary,2007
945,321,assault,Seminary,2008
946,134,assault,Seminary,2009
947,130,assault,Seminary,2010
948,176,assault,Seminary,2011
949,148,assault,Seminary,2012
950,145,assault,Seminary,2013
951,119,assault,Seminary,2014
952,46,assault,Seminary,2015
953,40,assault,Sequoyah,2007
954,49,assault,Sequoyah,2008
955,21,assault,Sequoyah,2009
956,36,assault,Sequoyah,2010
957,14,assault,Sequoyah,2011
958,29,assault,Sequoyah,2012
959,21,assault,Sequoyah,2013
960,11,assault,Sequoyah,2014
961,6,assault,Sequoyah,2015
962,21,assault,Shafter,2007
963,33,assault,Shafter,2008
964,12,assault,Shafter,2009
965,17,assault,Shafter,2010
966,14,assault,Shafter,2011
967,16,assault,Shafter,2012
968,13,assault,Shafter,2013
969,15,assault,Shafter,2014
970,8,assault,Shafter,2015
971,12,assault,Sheffield Village,2007
972,4,assault,Sheffield Village,2008
973,2,assault,Sheffield Village,2009
974,2,assault,Sheffield Village,2010
975,2,assault,Sheffield Village,2011
976,2,assault,Sheffield Village,2012
977,2,assault,Sheffield Village,2013
978,2,assault,Sheffield Village,2014
979,1,assault,Sheffield Village,2015
980,5,assault,Shepherd Canyon,2007
981,5,assault,Shepherd Canyon,2008
982,4,assault,Shepherd Canyon,2009
983,11,assault,Shepherd Canyon,2010
984,1,assault,Shepherd Canyon,2011
985,1,assault,Shepherd Canyon,2012
986,5,assault,Shepherd Canyon,2013
987,1,assault,Shepherd Canyon,2014
988,1,assault,Shepherd Canyon,2015
989,3,assault,Skyline - Hillcrest Estates,2007
990,7,assault,Skyline - Hillcrest Estates,2008
991,2,assault,Skyline - Hillcrest Estates,2009
992,5,assault,Skyline - Hillcrest Estates,2010
993,3,assault,Skyline - Hillcrest Estates,2011
994,1,assault,Skyline - Hillcrest Estates,2014
995,1,assault,Skyline - Hillcrest Estates,2015
996,110,assault,Sobrante Park,2007
997,103,assault,Sobrante Park,2008
998,64,assault,Sobrante Park,2009
999,38,assault,Sobrante Park,2010
1000,58,assault,Sobrante Park,2011
1001,78,assault,Sobrante Park,2012
1002,30,assault,Sobrante Park,2013
1003,44,assault,Sobrante Park,2014
1004,18,assault,Sobrante Park,2015
1005,51,assault,South Kennedy Tract,2007
1006,64,assault,South Kennedy Tract,2008
1007,18,assault,South Kennedy Tract,2009
1008,23,assault,South Kennedy Tract,2010
1009,56,assault,South Kennedy Tract,2011
1010,27,assault,South Kennedy Tract,2012
1011,23,assault,South Kennedy Tract,2013
1012,25,assault,South Kennedy Tract,2014
1013,23,assault,South Kennedy Tract,2015
1014,40,assault,South Prescott,2007
1015,39,assault,South Prescott,2008
1016,15,assault,South Prescott,2009
1017,13,assault,South Prescott,2010
1018,17,assault,South Prescott,2011
1019,20,assault,South Prescott,2012
1020,18,assault,South Prescott,2013
1021,23,assault,South Prescott,2014
1022,8,assault,South Prescott,2015
1023,21,assault,South Stonehurst,2007
1024,12,assault,South Stonehurst,2008
1025,12,assault,South Stonehurst,2009
1026,12,assault,South Stonehurst,2010
1027,15,assault,South Stonehurst,2011
1028,13,assault,South Stonehurst,2012
1029,4,assault,South Stonehurst,2013
1030,14,assault,South Stonehurst,2014
1031,5,assault,South Stonehurst,2015
1032,175,assault,St. Elizabeth,2007
1033,196,assault,St. Elizabeth,2008
1034,77,assault,St. Elizabeth,2009
1035,69,assault,St. Elizabeth,2010
1036,90,assault,St. Elizabeth,2011
1037,102,assault,St. Elizabeth,2012
1038,145,assault,St. Elizabeth,2013
1039,94,assault,St. Elizabeth,2014
1040,60,assault,St. Elizabeth,2015
1041,103,assault,Temescal,2007
1042,118,assault,Temescal,2008
1043,54,assault,Temescal,2009
1044,53,assault,Temescal,2010
1045,46,assault,Temescal,2011
1046,58,assault,Temescal,2012
1047,59,assault,Temescal,2013
1048,51,assault,Temescal,2014
1049,20,assault,Temescal,2015
1050,124,assault,Toler Heights,2007
1051,145,assault,Toler Heights,2008
1052,58,assault,Toler Heights,2009
1053,68,assault,Toler Heights,2010
1054,62,assault,Toler Heights,2011
1055,77,assault,Toler Heights,2012
1056,71,assault,Toler Heights,2013
1057,65,assault,Toler Heights,2014
1058,23,assault,Toler Heights,2015
1059,37,assault,Trestle Glen,2007
1060,26,assault,Trestle Glen,2008
1061,30,assault,Trestle Glen,2009
1062,13,assault,Trestle Glen,2010
1063,12,assault,Trestle Glen,2011
1064,17,assault,Trestle Glen,2012
1065,17,assault,Trestle Glen,2013
1066,19,assault,Trestle Glen,2014
1067,9,assault,Trestle Glen,2015
1068,71,assault,Tuxedo,2007
1069,77,assault,Tuxedo,2008
1070,23,assault,Tuxedo,2009
1071,26,assault,Tuxedo,2010
1072,28,assault,Tuxedo,2011
1073,38,assault,Tuxedo,2012
1074,41,assault,Tuxedo,2013
1075,25,assault,Tuxedo,2014
1076,11,assault,Tuxedo,2015
1077,94,assault,Upper Dimond,2007
1078,100,assault,Upper Dimond,2008
1079,34,assault,Upper Dimond,2009
1080,43,assault,Upper Dimond,2010
1081,40,assault,Upper Dimond,2011
1082,38,assault,Upper Dimond,2012
1083,36,assault,Upper Dimond,2013
1084,36,assault,Upper Dimond,2014
1085,17,assault,Upper Dimond,2015
1086,104,assault,Upper Laurel,2007
1087,105,assault,Upper Laurel,2008
1088,47,assault,Upper Laurel,2009
1089,43,assault,Upper Laurel,2010
1090,53,assault,Upper Laurel,2011
1091,78,assault,Upper Laurel,2012
1092,56,assault,Upper Laurel,2013
1093,47,assault,Upper Laurel,2014
1094,17,assault,Upper Laurel,2015
1095,65,assault,Upper Peralta Creek/ Bartlett,2007
1096,62,assault,Upper Peralta Creek/ Bartlett,2008
1097,32,assault,Upper Peralta Creek/ Bartlett,2009
1098,15,assault,Upper Peralta Creek/ Bartlett,2010
1099,33,assault,Upper Peralta Creek/ Bartlett,2011
1100,46,assault,Upper Peralta Creek/ Bartlett,2012
1101,35,assault,Upper Peralta Creek/ Bartlett,2013
1102,45,assault,Upper Peralta Creek/ Bartlett,2014
1103,19,assault,Upper Peralta Creek/ Bartlett,2015
1104,9,assault,Upper Rockridge,2007
1105,13,assault,Upper Rockridge,2008
1106,10,assault,Upper Rockridge,2009
1107,10,assault,Upper Rockridge,2010
1108,3,assault,Upper Rockridge,2011
1109,4,assault,Upper Rockridge,2012
1110,5,assault,Upper Rockridge,2013
1111,1,assault,Upper Rockridge,2014
1112,2,assault,Upper Rockridge,2015
1113,23,assault,Waverly,2007
1114,20,assault,Waverly,2008
1115,8,assault,Waverly,2009
1116,14,assault,Waverly,2010
1117,24,assault,Waverly,2011
1118,32,assault,Waverly,2012
1119,8,assault,Waverly,2013
1120,25,assault,Waverly,2014
1121,13,assault,Waverly,2015
1122,262,assault,Webster,2007
1123,268,assault,Webster,2008
1124,113,assault,Webster,2009
1125,102,assault,Webster,2010
1126,147,assault,Webster,2011
1127,145,assault,Webster,2012
1128,171,assault,Webster,2013
1129,132,assault,Webster,2014
1130,73,assault,Webster,2015
1131,96,assault,Woodland,2007
1132,53,assault,Woodland,2008
1133,20,assault,Woodland,2009
1134,34,assault,Woodland,2010
1135,36,assault,Woodland,2011
1136,35,assault,Woodland,2012
1137,50,assault,Woodland,2013
1138,43,assault,Woodland,2014
1139,15,assault,Woodland,2015
1140,9,assault,Woodminster,2007
1141,12,assault,Woodminster,2008
1142,2,assault,Woodminster,2009
1143,11,assault,Woodminster,2010
1144,5,assault,Woodminster,2011
1145,9,assault,Woodminster,2012
1146,3,assault,Woodminster,2013
1147,2,assault,Woodminster,2014
1148,37,court,Acorn/ Acorn Industrial,2007
1149,27,court,Acorn/ Acorn Industrial,2008
1150,14,court,Acorn/ Acorn Industrial,2009
1151,15,court,Acorn/ Acorn Industrial,2010
1152,16,court,Acorn/ Acorn Industrial,2011
1153,16,court,Acorn/ Acorn Industrial,2012
1154,8,court,Acorn/ Acorn Industrial,2013
1155,12,court,Adams Point,2007
1156,11,court,Adams Point,2008
1157,20,court,Adams Point,2009
1158,8,court,Adams Point,2010
1159,5,court,Adams Point,2011
1160,1,court,Adams Point,2012
1161,3,court,Adams Point,2013
1162,1,court,Adams Point,2015
1163,21,court,Allendale,2007
1164,13,court,Allendale,2008
1165,8,court,Allendale,2009
1166,11,court,Allendale,2010
1167,9,court,Allendale,2011
1168,7,court,Allendale,2012
1169,2,court,Allendale,2013
1170,88,court,Arroyo Viejo,2007
1171,71,court,Arroyo Viejo,2008
1172,47,court,Arroyo Viejo,2009
1173,52,court,Arroyo Viejo,2010
1174,23,court,Arroyo Viejo,2011
1175,24,court,Arroyo Viejo,2012
1176,15,court,Arroyo Viejo,2013
1177,4,court,Arroyo Viejo,2015
1178,66,court,Bancroft Business/ Havenscourt,2007
1179,78,court,Bancroft Business/ Havenscourt,2008
1180,59,court,Bancroft Business/ Havenscourt,2009
1181,59,court,Bancroft Business/ Havenscourt,2010
1182,27,court,Bancroft Business/ Havenscourt,2011
1183,42,court,Bancroft Business/ Havenscourt,2012
1184,25,court,Bancroft Business/ Havenscourt,2013
1185,2,court,Bancroft Business/ Havenscourt,2014
1186,3,court,Bartlett,2007
1187,4,court,Bartlett,2008
1188,2,court,Bartlett,2009
1189,10,court,Bartlett,2010
1190,1,court,Bartlett,2011
1191,1,court,Bartlett,2012
1192,1,court,Bartlett,2013
1193,3,court,Bella Vista,2007
1194,4,court,Bella Vista,2008
1195,2,court,Bella Vista,2009
1196,3,court,Bella Vista,2011
1197,1,court,Bella Vista,2012
1198,41,court,Brookfield Village,2007
1199,26,court,Brookfield Village,2008
1200,22,court,Brookfield Village,2009
1201,13,court,Brookfield Village,2010
1202,2,court,Brookfield Village,2011
1203,9,court,Brookfield Village,2012
1204,12,court,Brookfield Village,2013
1205,21,court,Bushrod,2007
1206,18,court,Bushrod,2008
1207,12,court,Bushrod,2009
1208,19,court,Bushrod,2010
1209,4,court,Bushrod,2011
1210,3,court,Bushrod,2012
1211,6,court,Bushrod,2013
1212,1,court,Bushrod,2015
1213,2,court,Caballo Hills,2007
1214,1,court,Caballo Hills,2008
1215,2,court,Caballo Hills,2009
1216,1,court,Caballo Hills,2010
1217,1,court,Caballo Hills,2011
1218,60,court,Castlemont,2007
1219,60,court,Castlemont,2008
1220,37,court,Castlemont,2009
1221,43,court,Castlemont,2010
1222,14,court,Castlemont,2011
1223,14,court,Castlemont,2012
1224,10,court,Castlemont,2013
1225,2,court,Castlemont,2015
1226,1,court,Chabot Park,2007
1227,1,court,Chabot Park,2008
1228,2,court,Chabot Park,2009
1229,2,court,Chabot Park,2010
1230,72,court,Chinatown,2007
1231,77,court,Chinatown,2008
1232,46,court,Chinatown,2009
1233,49,court,Chinatown,2010
1234,34,court,Chinatown,2011
1235,45,court,Chinatown,2012
1236,38,court,Chinatown,2013
1237,3,court,Civic Center,2007
1238,7,court,Civic Center,2008
1239,15,court,Civic Center,2009
1240,6,court,Civic Center,2010
1241,5,court,Civic Center,2011
1242,2,court,Civic Center,2012
1243,38,court,Clawson,2007
1244,45,court,Clawson,2008
1245,45,court,Clawson,2009
1246,29,court,Clawson,2010
1247,15,court,Clawson,2011
1248,25,court,Clawson,2012
1249,14,court,Clawson,2013
1250,8,court,Cleveland Heights,2007
1251,11,court,Cleveland Heights,2008
1252,5,court,Cleveland Heights,2009
1253,1,court,Cleveland Heights,2010
1254,3,court,Cleveland Heights,2012
1255,3,court,Cleveland Heights,2013
1256,37,court,Clinton,2007
1257,23,court,Clinton,2008
1258,50,court,Clinton,2009
1259,25,court,Clinton,2010
1260,10,court,Clinton,2011
1261,9,court,Clinton,2012
1262,14,court,Clinton,2013
1263,2,court,Clinton,2015
1264,30,court,Coliseum,2007
1265,25,court,Coliseum,2008
1266,37,court,Coliseum,2009
1267,30,court,Coliseum,2010
1268,6,court,Coliseum,2011
1269,22,court,Coliseum,2012
1270,22,court,Coliseum,2013
1271,1,court,Coliseum,2015
1272,57,court,Coliseum Industrial,2007
1273,44,court,Coliseum Industrial,2008
1274,41,court,Coliseum Industrial,2009
1275,46,court,Coliseum Industrial,2010
1276,4,court,Coliseum Industrial,2011
1277,17,court,Coliseum Industrial,2012
1278,11,court,Coliseum Industrial,2013
1279,3,court,Columbia Gardens,2007
1280,4,court,Columbia Gardens,2008
1281,5,court,Columbia Gardens,2009
1282,5,court,Columbia Gardens,2010
1283,3,court,Columbia Gardens,2011
1284,1,court,Columbia Gardens,2012
1285,2,court,Columbia Gardens,2013
1286,68,court,Cox,2007
1287,94,court,Cox,2008
1288,56,court,Cox,2009
1289,52,court,Cox,2010
1290,20,court,Cox,2011
1291,19,court,Cox,2012
1292,20,court,Cox,2013
1293,1,court,Cox,2014
1294,1,court,Cox,2015
1295,1,court,Crestmont,2007
1296,1,court,Crestmont,2008
1297,1,court,Crestmont,2009
1298,1,court,Crocker Highland,2008
1299,1,court,Crocker Highland,2009
1300,1,court,Crocker Highland,2011
1301,5,court,Dimond,2007
1302,5,court,Dimond,2008
1303,4,court,Dimond,2009
1304,3,court,Dimond,2010
1305,1,court,Dimond,2011
1306,348,court,Downtown,2007
1307,301,court,Downtown,2008
1308,235,court,Downtown,2009
1309,89,court,Downtown,2010
1310,66,court,Downtown,2011
1311,212,court,Downtown,2012
1312,121,court,Downtown,2013
1313,3,court,Downtown,2015
1314,2,court,Durant Manor,2007
1315,3,court,Durant Manor,2008
1316,6,court,Durant Manor,2009
1317,7,court,Durant Manor,2010
1318,1,court,Durant Manor,2011
1319,1,court,Durant Manor,2012
1320,2,court,Durant Manor,2013
1321,1,court,Durant Manor,2014
1322,1,court,Durant Manor,2015
1323,26,court,East Peralta,2007
1324,17,court,East Peralta,2008
1325,24,court,East Peralta,2009
1326,13,court,East Peralta,2010
1327,15,court,East Peralta,2011
1328,10,court,East Peralta,2012
1329,12,court,East Peralta,2013
1330,30,court,Eastmont,2007
1331,21,court,Eastmont,2008
1332,23,court,Eastmont,2009
1333,26,court,Eastmont,2010
1334,14,court,Eastmont,2011
1335,8,court,Eastmont,2012
1336,4,court,Eastmont,2013
1337,1,court,Eastmont,2015
1338,36,court,Eastmont Hills,2007
1339,26,court,Eastmont Hills,2008
1340,22,court,Eastmont Hills,2009
1341,18,court,Eastmont Hills,2010
1342,6,court,Eastmont Hills,2011
1343,12,court,Eastmont Hills,2012
1344,8,court,Eastmont Hills,2013
1345,35,court,Elmhurst Park,2007
1346,31,court,Elmhurst Park,2008
1347,29,court,Elmhurst Park,2009
1348,18,court,Elmhurst Park,2010
1349,9,court,Elmhurst Park,2011
1350,10,court,Elmhurst Park,2012
1351,3,court,Elmhurst Park,2013
1352,1,court,Elmhurst Park,2015
1353,14,court,Fairfax,2007
1354,13,court,Fairfax,2008
1355,10,court,Fairfax,2009
1356,4,court,Fairfax,2010
1357,1,court,Fairfax,2011
1358,3,court,Fairfax,2012
1359,5,court,Fairfax,2013
1360,18,court,Fairfax Business/  Wentworth/ Holland,2007
1361,23,court,Fairfax Business/  Wentworth/ Holland,2008
1362,14,court,Fairfax Business/  Wentworth/ Holland,2009
1363,14,court,Fairfax Business/  Wentworth/ Holland,2010
1364,7,court,Fairfax Business/  Wentworth/ Holland,2011
