,count,mainCat,neighborhood,year
6080,229,quality_of_life,Seminary,2009
6081,160,quality_of_life,Seminary,2010
6082,89,quality_of_life,Seminary,2011
6083,118,quality_of_life,Seminary,2012
6084,124,quality_of_life,Seminary,2013
6085,95,quality_of_life,Seminary,2014
6086,42,quality_of_life,Seminary,2015
6087,19,quality_of_life,Sequoyah,2007
6088,23,quality_of_life,Sequoyah,2008
6089,23,quality_of_life,Sequoyah,2009
6090,35,quality_of_life,Sequoyah,2010
6091,24,quality_of_life,Sequoyah,2011
6092,24,quality_of_life,Sequoyah,2012
6093,24,quality_of_life,Sequoyah,2013
6094,20,quality_of_life,Sequoyah,2014
6095,3,quality_of_life,Sequoyah,2015
6096,31,quality_of_life,Shafter,2007
6097,27,quality_of_life,Shafter,2008
6098,27,quality_of_life,Shafter,2009
6099,35,quality_of_life,Shafter,2010
6100,39,quality_of_life,Shafter,2011
6101,39,quality_of_life,Shafter,2012
6102,19,quality_of_life,Shafter,2013
6103,24,quality_of_life,Shafter,2014
6104,12,quality_of_life,Shafter,2015
6105,5,quality_of_life,Sheffield Village,2007
6106,6,quality_of_life,Sheffield Village,2008
6107,1,quality_of_life,Sheffield Village,2009
6108,5,quality_of_life,Sheffield Village,2010
6109,2,quality_of_life,Sheffield Village,2011
6110,4,quality_of_life,Sheffield Village,2012
6111,1,quality_of_life,Sheffield Village,2013
6112,1,quality_of_life,Sheffield Village,2014
6113,1,quality_of_life,Sheffield Village,2015
6114,7,quality_of_life,Shepherd Canyon,2007
6115,1,quality_of_life,Shepherd Canyon,2008
6116,9,quality_of_life,Shepherd Canyon,2009
6117,5,quality_of_life,Shepherd Canyon,2010
6118,10,quality_of_life,Shepherd Canyon,2011
6119,7,quality_of_life,Shepherd Canyon,2012
6120,2,quality_of_life,Shepherd Canyon,2013
6121,1,quality_of_life,Shepherd Canyon,2014
6122,8,quality_of_life,Skyline - Hillcrest Estates,2007
6123,23,quality_of_life,Skyline - Hillcrest Estates,2008
6124,11,quality_of_life,Skyline - Hillcrest Estates,2009
6125,8,quality_of_life,Skyline - Hillcrest Estates,2010
6126,6,quality_of_life,Skyline - Hillcrest Estates,2011
6127,9,quality_of_life,Skyline - Hillcrest Estates,2012
6128,11,quality_of_life,Skyline - Hillcrest Estates,2013
6129,5,quality_of_life,Skyline - Hillcrest Estates,2014
6130,2,quality_of_life,Skyline - Hillcrest Estates,2015
6131,70,quality_of_life,Sobrante Park,2007
6132,49,quality_of_life,Sobrante Park,2008
6133,56,quality_of_life,Sobrante Park,2009
6134,33,quality_of_life,Sobrante Park,2010
6135,32,quality_of_life,Sobrante Park,2011
6136,39,quality_of_life,Sobrante Park,2012
6137,39,quality_of_life,Sobrante Park,2013
6138,31,quality_of_life,Sobrante Park,2014
6139,14,quality_of_life,Sobrante Park,2015
6140,90,quality_of_life,South Kennedy Tract,2007
6141,123,quality_of_life,South Kennedy Tract,2008
6142,76,quality_of_life,South Kennedy Tract,2009
6143,76,quality_of_life,South Kennedy Tract,2010
6144,55,quality_of_life,South Kennedy Tract,2011
6145,46,quality_of_life,South Kennedy Tract,2012
6146,42,quality_of_life,South Kennedy Tract,2013
6147,36,quality_of_life,South Kennedy Tract,2014
6148,7,quality_of_life,South Kennedy Tract,2015
6149,46,quality_of_life,South Prescott,2007
6150,62,quality_of_life,South Prescott,2008
6151,30,quality_of_life,South Prescott,2009
6152,32,quality_of_life,South Prescott,2010
6153,17,quality_of_life,South Prescott,2011
6154,35,quality_of_life,South Prescott,2012
6155,28,quality_of_life,South Prescott,2013
6156,17,quality_of_life,South Prescott,2014
6157,8,quality_of_life,South Prescott,2015
6158,22,quality_of_life,South Stonehurst,2007
6159,34,quality_of_life,South Stonehurst,2008
6160,17,quality_of_life,South Stonehurst,2009
6161,16,quality_of_life,South Stonehurst,2010
6162,19,quality_of_life,South Stonehurst,2011
6163,7,quality_of_life,South Stonehurst,2012
6164,7,quality_of_life,South Stonehurst,2013
6165,17,quality_of_life,South Stonehurst,2014
6166,1,quality_of_life,South Stonehurst,2015
6167,258,quality_of_life,St. Elizabeth,2007
6168,224,quality_of_life,St. Elizabeth,2008
6169,196,quality_of_life,St. Elizabeth,2009
6170,108,quality_of_life,St. Elizabeth,2010
6171,88,quality_of_life,St. Elizabeth,2011
6172,76,quality_of_life,St. Elizabeth,2012
6173,101,quality_of_life,St. Elizabeth,2013
6174,56,quality_of_life,St. Elizabeth,2014
6175,27,quality_of_life,St. Elizabeth,2015
6176,160,quality_of_life,Temescal,2007
6177,151,quality_of_life,Temescal,2008
6178,106,quality_of_life,Temescal,2009
6179,68,quality_of_life,Temescal,2010
6180,45,quality_of_life,Temescal,2011
6181,76,quality_of_life,Temescal,2012
6182,67,quality_of_life,Temescal,2013
6183,77,quality_of_life,Temescal,2014
6184,60,quality_of_life,Temescal,2015
6185,98,quality_of_life,Toler Heights,2007
6186,192,quality_of_life,Toler Heights,2008
6187,95,quality_of_life,Toler Heights,2009
6188,73,quality_of_life,Toler Heights,2010
6189,38,quality_of_life,Toler Heights,2011
6190,43,quality_of_life,Toler Heights,2012
6191,67,quality_of_life,Toler Heights,2013
6192,48,quality_of_life,Toler Heights,2014
6193,24,quality_of_life,Toler Heights,2015
6194,35,quality_of_life,Trestle Glen,2007
6195,34,quality_of_life,Trestle Glen,2008
6196,28,quality_of_life,Trestle Glen,2009
6197,35,quality_of_life,Trestle Glen,2010
6198,36,quality_of_life,Trestle Glen,2011
6199,27,quality_of_life,Trestle Glen,2012
6200,29,quality_of_life,Trestle Glen,2013
6201,17,quality_of_life,Trestle Glen,2014
6202,10,quality_of_life,Trestle Glen,2015
6203,42,quality_of_life,Tuxedo,2007
6204,58,quality_of_life,Tuxedo,2008
6205,51,quality_of_life,Tuxedo,2009
6206,32,quality_of_life,Tuxedo,2010
6207,20,quality_of_life,Tuxedo,2011
6208,25,quality_of_life,Tuxedo,2012
6209,28,quality_of_life,Tuxedo,2013
6210,9,quality_of_life,Tuxedo,2014
6211,9,quality_of_life,Tuxedo,2015
6212,58,quality_of_life,Upper Dimond,2007
6213,54,quality_of_life,Upper Dimond,2008
6214,41,quality_of_life,Upper Dimond,2009
6215,56,quality_of_life,Upper Dimond,2010
6216,34,quality_of_life,Upper Dimond,2011
6217,42,quality_of_life,Upper Dimond,2012
6218,47,quality_of_life,Upper Dimond,2013
6219,25,quality_of_life,Upper Dimond,2014
6220,19,quality_of_life,Upper Dimond,2015
6221,110,quality_of_life,Upper Laurel,2007
6222,108,quality_of_life,Upper Laurel,2008
6223,95,quality_of_life,Upper Laurel,2009
6224,91,quality_of_life,Upper Laurel,2010
6225,55,quality_of_life,Upper Laurel,2011
6226,79,quality_of_life,Upper Laurel,2012
6227,66,quality_of_life,Upper Laurel,2013
6228,43,quality_of_life,Upper Laurel,2014
6229,20,quality_of_life,Upper Laurel,2015
6230,33,quality_of_life,Upper Peralta Creek/ Bartlett,2007
6231,81,quality_of_life,Upper Peralta Creek/ Bartlett,2008
6232,42,quality_of_life,Upper Peralta Creek/ Bartlett,2009
6233,35,quality_of_life,Upper Peralta Creek/ Bartlett,2010
6234,37,quality_of_life,Upper Peralta Creek/ Bartlett,2011
6235,22,quality_of_life,Upper Peralta Creek/ Bartlett,2012
6236,30,quality_of_life,Upper Peralta Creek/ Bartlett,2013
6237,24,quality_of_life,Upper Peralta Creek/ Bartlett,2014
6238,17,quality_of_life,Upper Peralta Creek/ Bartlett,2015
6239,17,quality_of_life,Upper Rockridge,2007
6240,10,quality_of_life,Upper Rockridge,2008
6241,11,quality_of_life,Upper Rockridge,2009
6242,14,quality_of_life,Upper Rockridge,2010
6243,18,quality_of_life,Upper Rockridge,2011
6244,28,quality_of_life,Upper Rockridge,2012
6245,15,quality_of_life,Upper Rockridge,2013
6246,8,quality_of_life,Upper Rockridge,2014
6247,6,quality_of_life,Upper Rockridge,2015
6248,24,quality_of_life,Waverly,2007
6249,22,quality_of_life,Waverly,2008
6250,13,quality_of_life,Waverly,2009
6251,20,quality_of_life,Waverly,2010
6252,19,quality_of_life,Waverly,2011
6253,24,quality_of_life,Waverly,2012
6254,39,quality_of_life,Waverly,2013
6255,45,quality_of_life,Waverly,2014
6256,30,quality_of_life,Waverly,2015
6257,771,quality_of_life,Webster,2007
6258,948,quality_of_life,Webster,2008
6259,352,quality_of_life,Webster,2009
6260,259,quality_of_life,Webster,2010
6261,198,quality_of_life,Webster,2011
6262,209,quality_of_life,Webster,2012
6263,269,quality_of_life,Webster,2013
6264,182,quality_of_life,Webster,2014
6265,61,quality_of_life,Webster,2015
6266,191,quality_of_life,Woodland,2007
6267,216,quality_of_life,Woodland,2008
6268,109,quality_of_life,Woodland,2009
6269,72,quality_of_life,Woodland,2010
6270,48,quality_of_life,Woodland,2011
6271,40,quality_of_life,Woodland,2012
6272,26,quality_of_life,Woodland,2013
6273,61,quality_of_life,Woodland,2014
6274,19,quality_of_life,Woodland,2015
6275,6,quality_of_life,Woodminster,2007
6276,7,quality_of_life,Woodminster,2008
6277,4,quality_of_life,Woodminster,2009
6278,10,quality_of_life,Woodminster,2010
6279,7,quality_of_life,Woodminster,2011
6280,8,quality_of_life,Woodminster,2012
6281,5,quality_of_life,Woodminster,2013
6282,4,quality_of_life,Woodminster,2014
6283,1,quality_of_life,Woodminster,2015
6284,5,rape,Acorn/ Acorn Industrial,2007
6285,3,rape,Acorn/ Acorn Industrial,2008
6286,2,rape,Acorn/ Acorn Industrial,2009
6287,2,rape,Acorn/ Acorn Industrial,2011
6288,1,rape,Acorn/ Acorn Industrial,2013
6289,2,rape,Adams Point,2007
6290,8,rape,Adams Point,2008
6291,3,rape,Adams Point,2009
6292,1,rape,Adams Point,2011
6293,7,rape,Adams Point,2012
6294,9,rape,Adams Point,2013
6295,4,rape,Allendale,2008
6296,1,rape,Allendale,2009
6297,3,rape,Allendale,2010
6298,5,rape,Allendale,2011
6299,1,rape,Allendale,2013
6300,8,rape,Arroyo Viejo,2007
6301,7,rape,Arroyo Viejo,2008
6302,1,rape,Arroyo Viejo,2009
6303,11,rape,Arroyo Viejo,2010
6304,1,rape,Arroyo Viejo,2011
6305,5,rape,Arroyo Viejo,2012
6306,7,rape,Arroyo Viejo,2013
6307,3,rape,Bancroft Business/ Havenscourt,2007
6308,6,rape,Bancroft Business/ Havenscourt,2008
6309,1,rape,Bancroft Business/ Havenscourt,2010
6310,2,rape,Bancroft Business/ Havenscourt,2011
6311,1,rape,Bancroft Business/ Havenscourt,2012
6312,9,rape,Bancroft Business/ Havenscourt,2013
6313,1,rape,Bartlett,2008
6314,1,rape,Bartlett,2009
6315,4,rape,Bartlett,2012
6316,2,rape,Brookfield Village,2007
6317,5,rape,Brookfield Village,2009
6318,6,rape,Brookfield Village,2010
6319,1,rape,Brookfield Village,2012
6320,1,rape,Bushrod,2007
6321,3,rape,Bushrod,2008
6322,2,rape,Bushrod,2010
6323,3,rape,Bushrod,2012
6324,1,rape,Bushrod,2013
6325,3,rape,Caballo Hills,2011
6326,1,rape,Caballo Hills,2013
6327,6,rape,Castlemont,2007
6328,3,rape,Castlemont,2009
6329,4,rape,Castlemont,2011
6330,2,rape,Castlemont,2012
6331,2,rape,Castlemont,2013
6332,2,rape,Chabot Park,2009
6333,2,rape,Chabot Park,2012
6334,5,rape,Chinatown,2008
6335,1,rape,Chinatown,2009
6336,1,rape,Chinatown,2010
6337,8,rape,Chinatown,2011
6338,4,rape,Chinatown,2012
6339,7,rape,Chinatown,2013
6340,4,rape,Civic Center,2009
6341,2,rape,Civic Center,2010
6342,2,rape,Civic Center,2011
6343,1,rape,Civic Center,2012
6344,4,rape,Civic Center,2013
6345,1,rape,Claremont,2013
6346,6,rape,Clawson,2007
6347,2,rape,Clawson,2010
6348,6,rape,Clawson,2011
6349,8,rape,Clawson,2012
6350,1,rape,Cleveland Heights,2007
6351,6,rape,Cleveland Heights,2008
6352,3,rape,Cleveland Heights,2009
6353,1,rape,Cleveland Heights,2010
6354,2,rape,Cleveland Heights,2011
6355,3,rape,Cleveland Heights,2012
6356,3,rape,Clinton,2008
6357,1,rape,Clinton,2009
6358,4,rape,Clinton,2010
6359,2,rape,Clinton,2011
6360,13,rape,Clinton,2012
6361,10,rape,Coliseum,2008
6362,1,rape,Coliseum,2009
6363,9,rape,Coliseum,2010
6364,9,rape,Coliseum,2011
6365,3,rape,Coliseum Industrial,2007
6366,7,rape,Coliseum Industrial,2008
6367,4,rape,Coliseum Industrial,2009
6368,15,rape,Coliseum Industrial,2010
6369,23,rape,Coliseum Industrial,2011
6370,8,rape,Coliseum Industrial,2012
6371,1,rape,Coliseum Industrial,2013
6372,3,rape,Columbia Gardens,2009
6373,1,rape,Columbia Gardens,2011
6374,8,rape,Cox,2007
6375,10,rape,Cox,2008
6376,4,rape,Cox,2009
6377,1,rape,Cox,2010
6378,9,rape,Cox,2011
6379,14,rape,Cox,2012
6380,1,rape,Cox,2013
6381,5,rape,Crestmont,2009
6382,5,rape,Dimond,2007
6383,6,rape,Downtown,2007
6384,21,rape,Downtown,2008
6385,12,rape,Downtown,2009
6386,16,rape,Downtown,2010
6387,11,rape,Downtown,2011
6388,23,rape,Downtown,2012
6389,12,rape,Downtown,2013
6390,1,rape,Downtown,2015
6391,1,rape,Durant Manor,2009
6392,2,rape,Durant Manor,2010
6393,4,rape,Durant Manor,2013
6394,5,rape,East Peralta,2007
6395,4,rape,East Peralta,2008
6396,5,rape,East Peralta,2009
6397,1,rape,East Peralta,2010
6398,3,rape,East Peralta,2011
6399,3,rape,East Peralta,2013
6400,2,rape,Eastmont,2008
6401,1,rape,Eastmont,2009
6402,4,rape,Eastmont,2010
6403,1,rape,Eastmont Hills,2007
6404,3,rape,Eastmont Hills,2008
6405,2,rape,Eastmont Hills,2010
6406,4,rape,Eastmont Hills,2012
6407,2,rape,Eastmont Hills,2013
6408,2,rape,Elmhurst Park,2008
6409,1,rape,Elmhurst Park,2009
6410,2,rape,Elmhurst Park,2010
6411,1,rape,Elmhurst Park,2013
6412,1,rape,Fairfax,2007
6413,7,rape,Fairfax,2011
6414,1,rape,Fairfax,2012
6415,2,rape,Fairfax Business/  Wentworth/ Holland,2008
6416,5,rape,Fairfax Business/  Wentworth/ Holland,2012
6417,3,rape,Fairfax Business/  Wentworth/ Holland,2013
6418,2,rape,Fairview Park,2009
6419,2,rape,Fitchburg,2009
6420,1,rape,Fitchburg,2011
6421,2,rape,Fitchburg,2012
6422,4,rape,Fitchburg,2013
6423,4,rape,Foothill Square,2007
6424,16,rape,Foothill Square,2011
6425,4,rape,Foothill Square,2012
6426,4,rape,Foothill Square,2013
6427,8,rape,Fremont,2007
6428,10,rape,Fremont,2008
6429,13,rape,Fremont,2009
6430,7,rape,Fremont,2010
6431,2,rape,Fremont,2011
6432,6,rape,Fremont,2012
6433,4,rape,Fremont,2013
6434,3,rape,Frick,2007
6435,3,rape,Frick,2010
6436,3,rape,Frick,2011
6437,2,rape,Frick,2013
6438,11,rape,Fruitvale Station,2007
6439,10,rape,Fruitvale Station,2009
6440,1,rape,Fruitvale Station,2011
6441,1,rape,Fruitvale Station,2013
6442,3,rape,Gaskill,2008
6443,1,rape,Gaskill,2012
6444,5,rape,Gaskill,2013
6445,3,rape,Glenview,2009
6446,1,rape,Glenview,2010
6447,1,rape,Golf Links,2008
6448,1,rape,Grand Lake,2007
6449,3,rape,Grand Lake,2008
6450,2,rape,Grand Lake,2009
6451,5,rape,Grand Lake,2011
6452,1,rape,Grand Lake,2013
6453,2,rape,Harrington,2007
6454,4,rape,Harrington,2012
6455,2,rape,Harrington,2013
6456,1,rape,Hawthorne,2007
6457,8,rape,Hawthorne,2008
6458,6,rape,Hawthorne,2009
6459,2,rape,Hawthorne,2010
6460,1,rape,Hawthorne,2011
6461,13,rape,Hawthorne,2012
6462,2,rape,Hawthorne,2013
6463,2,rape,Hegenberger,2007
6464,6,rape,Hegenberger,2009
6465,1,rape,Hegenberger,2011
6466,9,rape,Hegenberger,2012
6467,2,rape,Hegenberger,2013
6468,5,rape,Highland,2008
6469,6,rape,Highland,2009
6470,3,rape,Highland,2010
6471,2,rape,Highland,2011
6472,3,rape,Highland,2012
6473,3,rape,Highland,2013
6474,3,rape,Highland Terrace,2010
6475,2,rape,Highland Terrace,2011
6476,4,rape,Highland Terrace,2013
6477,12,rape,Hoover/ Foster,2007
6478,6,rape,Hoover/ Foster,2008
6479,6,rape,Hoover/ Foster,2009
6480,4,rape,Hoover/ Foster,2010
6481,7,rape,Hoover/ Foster,2011
6482,10,rape,Hoover/ Foster,2012
6483,8,rape,Hoover/ Foster,2013
6484,1,rape,Iveywood,2010
6485,3,rape,Iveywood,2011
6486,5,rape,Iveywood,2012
6487,4,rape,Iveywood,2013
6488,2,rape,Ivy Hill,2007
6489,3,rape,Ivy Hill,2008
6490,2,rape,Ivy Hill,2011
6491,5,rape,Ivy Hill,2012
6492,5,rape,Jefferson,2007
6493,2,rape,Jefferson,2009
6494,1,rape,Jefferson,2011
6495,2,rape,Lakeshore,2009
6496,1,rape,Lakeshore,2011
6497,3,rape,Lakeshore,2012
6498,3,rape,Lakeshore,2013
6499,3,rape,Lakewide,2009
6500,3,rape,Lakewide,2010
6501,1,rape,Lakewide,2011
6502,3,rape,Lakewide,2012
6503,1,rape,Lakewide,2013
6504,3,rape,Las Palmas,2008
6505,3,rape,Las Palmas,2009
6506,3,rape,Laurel,2008
6507,1,rape,Lincoln Highlands,2008
6508,1,rape,Lincoln Highlands,2012
6509,2,rape,Lockwood Tevis,2009
6510,1,rape,Lockwood Tevis,2010
6511,1,rape,Lockwood Tevis,2011
6512,6,rape,Lockwood Tevis,2012
6513,3,rape,Longfellow,2007
6514,7,rape,Longfellow,2008
6515,1,rape,Longfellow,2010
6516,3,rape,Longfellow,2012
6517,1,rape,Longfellow,2013
6518,14,rape,Lynn/ Highland Park,2007
6519,3,rape,Lynn/ Highland Park,2008
6520,3,rape,Lynn/ Highland Park,2009
6521,3,rape,Lynn/ Highland Park,2010
6522,5,rape,Lynn/ Highland Park,2011
6523,3,rape,Lynn/ Highland Park,2012
6524,4,rape,Lynn/ Highland Park,2013
6525,4,rape,Maxwell Park,2008
6526,1,rape,Maxwell Park,2011
6527,7,rape,McClymonds,2007
6528,1,rape,McClymonds,2008
6529,4,rape,McClymonds,2009
6530,1,rape,McClymonds,2011
6531,14,rape,McClymonds,2012
6532,9,rape,McClymonds,2013
6533,1,rape,Melrose,2007
6534,1,rape,Melrose,2008
6535,1,rape,Melrose,2009
6536,2,rape,Melrose,2010
6537,18,rape,Melrose,2011
6538,2,rape,Melrose,2012
6539,2,rape,Melrose,2013
6540,5,rape,Merritt,2007
6541,2,rape,Merritt,2008
6542,7,rape,Merritt,2009
6543,4,rape,Merritt,2010
6544,3,rape,Merritt,2011
6545,2,rape,Merritt,2013
6546,1,rape,Mills College,2011
6547,1,rape,Mills College,2012
6548,5,rape,Mills College,2013
6549,6,rape,Millsmont,2009
6550,5,rape,Millsmont,2010
6551,2,rape,Millsmont,2011
6552,5,rape,Millsmont,2012
6553,1,rape,Montclair,2011
6554,15,rape,Mosswood,2007
6555,4,rape,Mosswood,2008
6556,2,rape,Mosswood,2009
6557,1,rape,Mosswood,2010
6558,2,rape,Mosswood,2012
6559,4,rape,North Kennedy Tract,2007
6560,3,rape,North Stonehurst,2007
6561,2,rape,North Stonehurst,2011
6562,1,rape,Northgate,2010
6563,3,rape,Northgate,2012
6564,2,rape,Northgate,2013
6565,7,rape,Not Named1,2008
6566,1,rape,Not Named1,2011
6567,5,rape,Not Named1,2013
6568,3,rape,Not Named2,2007
6569,4,rape,Not Named2,2009
6570,1,rape,Not Named3,2008
6571,3,rape,Not Named4,2008
6572,1,rape,Not Named7,2010
6573,4,rape,Not Named8,2008
6574,2,rape,Not Named8,2009
6575,4,rape,Not Named8,2010
6576,13,rape,Not Named8,2011
6577,5,rape,Not Named8,2012
6578,12,rape,Not Named8,2013
6579,1,rape,Oak Center,2007
6580,13,rape,Oak Center,2009
6581,1,rape,Oak Center,2010
6582,1,rape,Oak Center,2011
6583,2,rape,Oak Center,2012
6584,1,rape,Oak Tree,2007
6585,8,rape,Oak Tree,2009
6586,5,rape,Oak Tree,2010
6587,5,rape,Oak Tree,2012
6588,7,rape,Oak Tree,2013
6589,1,rape,Oak Tree,2014
6590,4,rape,Oakland Ave/ Harrison St,2009
6591,1,rape,Oakland Ave/ Harrison St,2010
6592,3,rape,Oakland Ave/ Harrison St,2011
6593,2,rape,Oakland Ave/ Harrison St,2012
6594,2,rape,Oakland Ave/ Harrison St,2013
6595,1,rape,Oakmore,2008
6596,3,rape,Old City/ Produce & Waterfront,2007
6597,2,rape,Old City/ Produce & Waterfront,2008
6598,4,rape,Old City/ Produce & Waterfront,2010
6599,1,rape,Old City/ Produce & Waterfront,2011
6600,2,rape,Old City/ Produce & Waterfront,2012
6601,7,rape,Old City/ Produce & Waterfront,2013
6602,18,rape,Paradise Park,2007
6603,5,rape,Paradise Park,2008
6604,6,rape,Paradise Park,2009
6605,6,rape,Paradise Park,2010
6606,1,rape,Paradise Park,2011
6607,2,rape,Patten,2007
6608,7,rape,Patten,2008
6609,1,rape,Patten,2009
6610,3,rape,Patten,2012
6611,1,rape,Peralta/ Hacienda,2007
6612,1,rape,Peralta/ Hacienda,2010
6613,2,rape,Peralta/ Hacienda,2013
6614,1,rape,Peralta/ Laney,2010
6615,1,rape,Peralta/ Laney,2011
6616,1,rape,Peralta/ Laney,2012
6617,5,rape,Piedmont Avenue,2007
6618,4,rape,Piedmont Avenue,2008
6619,5,rape,Piedmont Avenue,2009
6620,4,rape,Piedmont Avenue,2010
6621,7,rape,Piedmont Avenue,2013
6622,3,rape,Piedmont Pines,2011
6623,6,rape,Pill Hill,2007
6624,6,rape,Pill Hill,2008
6625,6,rape,Pill Hill,2009
6626,2,rape,Pill Hill,2010
6627,1,rape,Pill Hill,2011
6628,4,rape,Pill Hill,2012
6629,2,rape,Pill Hill,2013
6630,3,rape,Prescott,2007
6631,8,rape,Prescott,2008
6632,13,rape,Prescott,2009
6633,2,rape,Prescott,2010
6634,5,rape,Prescott,2011
6635,3,rape,Prescott,2012
6636,5,rape,Prescott,2013
6637,1,rape,Prescott,2014
6638,2,rape,Produce & Waterfront,2008
6639,1,rape,Ralph Bunche,2010
6640,3,rape,Ralph Bunche,2013
6641,11,rape,Rancho San Antonio,2007
6642,7,rape,Rancho San Antonio,2008
6643,2,rape,Rancho San Antonio,2009
6644,3,rape,Rancho San Antonio,2010
6645,19,rape,Rancho San Antonio,2012
6646,3,rape,Rancho San Antonio,2013
6647,1,rape,Rancho San Antonio,2014
6648,1,rape,Redwood Heights,2007
6649,3,rape,Redwood Heights,2011
6650,1,rape,Redwood Heights,2012
6651,2,rape,Redwood Heights,2013
6652,1,rape,Reservoir Hill/ Meadow Brook,2008
6653,4,rape,Reservoir Hill/ Meadow Brook,2010
6654,2,rape,Reservoir Hill/ Meadow Brook,2011
6655,6,rape,Reservoir Hill/ Meadow Brook,2012
6656,5,rape,Reservoir Hill/ Meadow Brook,2013
6657,4,rape,San Pablo Gateway,2008
6658,2,rape,San Pablo Gateway,2009
6659,1,rape,San Pablo Gateway,2011
6660,7,rape,San Pablo Gateway,2013
6661,1,rape,Santa Fe,2007
6662,2,rape,Santa Fe,2010
6663,3,rape,Santa Fe,2011
6664,13,rape,Santa Fe,2012
6665,5,rape,Santa Fe,2013
6666,3,rape,Sausal Creek,2007
6667,4,rape,Sausal Creek,2008
6668,4,rape,Sausal Creek,2009
6669,2,rape,School,2011
6670,4,rape,School,2012
6671,4,rape,School,2013
6672,2,rape,Seminary,2009
6673,6,rape,Seminary,2012
6674,2,rape,Seminary,2013
6675,1,rape,Sequoyah,2010
6676,3,rape,Sequoyah,2011
6677,4,rape,Sequoyah,2012
6678,1,rape,Shafter,2012
6679,3,rape,Sheffield Village,2008
6680,1,rape,Shepherd Canyon,2013
6681,1,rape,Skyline - Hillcrest Estates,2007
6682,3,rape,Sobrante Park,2007
6683,3,rape,Sobrante Park,2008
6684,1,rape,Sobrante Park,2011
6685,1,rape,Sobrante Park,2012
6686,5,rape,South Kennedy Tract,2007
6687,2,rape,South Kennedy Tract,2009
6688,4,rape,South Kennedy Tract,2010
6689,4,rape,South Kennedy Tract,2012
6690,1,rape,South Kennedy Tract,2014
6691,1,rape,South Prescott,2011
6692,7,rape,South Prescott,2012
6693,1,rape,South Stonehurst,2009
6694,3,rape,South Stonehurst,2010
6695,9,rape,St. Elizabeth,2007
6696,2,rape,St. Elizabeth,2008
6697,3,rape,St. Elizabeth,2009
6698,1,rape,St. Elizabeth,2011
6699,2,rape,St. Elizabeth,2012
6700,2,rape,St. Elizabeth,2013
6701,5,rape,Temescal,2007
6702,7,rape,Temescal,2008
6703,1,rape,Temescal,2009
6704,1,rape,Temescal,2011
6705,5,rape,Temescal,2012
6706,5,rape,Toler Heights,2007
6707,1,rape,Toler Heights,2008
6708,8,rape,Toler Heights,2009
6709,4,rape,Toler Heights,2011
6710,3,rape,Toler Heights,2012
6711,3,rape,Toler Heights,2013
6712,3,rape,Trestle Glen,2008
6713,8,rape,Tuxedo,2007
6714,3,rape,Tuxedo,2008
6715,1,rape,Tuxedo,2009
6716,4,rape,Tuxedo,2011
6717,1,rape,Tuxedo,2012
6718,2,rape,Upper Dimond,2007
6719,2,rape,Upper Dimond,2008
6720,1,rape,Upper Dimond,2009
6721,3,rape,Upper Dimond,2011
6722,1,rape,Upper Dimond,2012
6723,1,rape,Upper Dimond,2013
6724,5,rape,Upper Laurel,2007
6725,2,rape,Upper Laurel,2008
6726,2,rape,Upper Laurel,2009
6727,5,rape,Upper Laurel,2010
6728,2,rape,Upper Laurel,2011
6729,8,rape,Upper Laurel,2012
6730,1,rape,Upper Laurel,2013
6731,2,rape,Upper Peralta Creek/ Bartlett,2009
6732,9,rape,Upper Peralta Creek/ Bartlett,2012
6733,1,rape,Upper Rockridge,2008
6734,1,rape,Waverly,2012
6735,2,rape,Waverly,2013
6736,1,rape,Webster,2008
6737,7,rape,Webster,2010
6738,1,rape,Webster,2011
6739,9,rape,Webster,2012
6740,7,rape,Webster,2013
6741,4,rape,Woodland,2009
6742,3,rape,Woodland,2011
6743,6,rape,Woodland,2012
6744,447,robbery,Acorn/ Acorn Industrial,2007
6745,377,robbery,Acorn/ Acorn Industrial,2008
6746,285,robbery,Acorn/ Acorn Industrial,2009
6747,305,robbery,Acorn/ Acorn Industrial,2010
6748,238,robbery,Acorn/ Acorn Industrial,2011
6749,335,robbery,Acorn/ Acorn Industrial,2012
6750,315,robbery,Acorn/ Acorn Industrial,2013
6751,236,robbery,Acorn/ Acorn Industrial,2014
6752,94,robbery,Acorn/ Acorn Industrial,2015
6753,661,robbery,Adams Point,2007
6754,742,robbery,Adams Point,2008
6755,515,robbery,Adams Point,2009
6756,376,robbery,Adams Point,2010
6757,435,robbery,Adams Point,2011
6758,611,robbery,Adams Point,2012
6759,610,robbery,Adams Point,2013
6760,384,robbery,Adams Point,2014
6761,215,robbery,Adams Point,2015
6762,426,robbery,Allendale,2007
6763,409,robbery,Allendale,2008
6764,271,robbery,Allendale,2009
6765,289,robbery,Allendale,2010
6766,280,robbery,Allendale,2011
6767,297,robbery,Allendale,2012
6768,286,robbery,Allendale,2013
6769,202,robbery,Allendale,2014
6770,110,robbery,Allendale,2015
6771,489,robbery,Arroyo Viejo,2007
6772,498,robbery,Arroyo Viejo,2008
6773,301,robbery,Arroyo Viejo,2009
6774,355,robbery,Arroyo Viejo,2010
6775,296,robbery,Arroyo Viejo,2011
6776,299,robbery,Arroyo Viejo,2012
6777,296,robbery,Arroyo Viejo,2013
6778,262,robbery,Arroyo Viejo,2014
6779,119,robbery,Arroyo Viejo,2015
